Eps0,Eps1,Eps2,Eps3,Eps4,Eps5,Eps6,Eps7,Eps8,Eps9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,327.56927,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,627.15094,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,964.6924,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1302.2339,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1639.7754,0.0,302.4549,0.0,0.0,0.0
320.7179,0.0,325.97168,306.91745,1904.2251,0.0,613.87866,0.0,0.0,0.0
641.4358,307.93155,651.94336,613.8349,2139.8113,223.71356,925.3024,0.0,0.0,0.0
909.10614,615.8631,977.9151,920.7523,2477.3525,535.09985,1236.7262,0.0,0.0,0.0
1147.377,923.7947,1303.8867,1227.6698,2814.894,846.48615,1548.15,0.0,330.60437,0.0
1359.1887,1231.7262,1627.4596,1534.5873,3152.4355,1130.722,1850.0768,0.0,661.20874,328.017
1512.406,1506.425,1951.5396,1841.5049,3485.4707,1346.8679,2072.0964,0.0,991.81305,656.034
1700.5933,1803.0986,2277.5112,2148.4224,3666.1245,1512.4127,2262.3655,0.0,1322.4175,984.05096
1882.815,2091.7583,2603.483,2455.3396,3835.3623,1716.4177,2526.4412,300.83685,1623.3544,1181.0814
2056.103,2399.6902,2929.455,2762.257,3993.0273,1901.225,2747.6245,588.4105,1888.4333,1328.9573
2222.9414,2664.497,3255.4268,3069.1743,4173.315,2079.3357,2921.9531,876.9082,2134.6865,1654.207
2386.772,2972.4287,3581.3984,3376.0916,4352.268,2241.4277,3107.0469,1136.6201,2383.4844,1982.224
2548.2444,3280.3604,3907.3704,3683.009,4527.8945,2370.9087,3285.812,1344.9181,2714.0889,2281.2278
2703.3735,3488.9695,4233.342,3989.9265,4673.3774,2500.8823,3453.3298,1541.7504,3044.6934,2609.2446
3024.0913,3674.5273,4559.3135,4277.3867,4835.228,2643.1445,3611.0747,1800.1917,3375.2976,2937.2617
3344.809,3826.0232,4885.285,4524.2974,5172.7695,2793.1262,3770.0254,2026.5564,3705.902,3265.2788
3665.5269,3964.6975,5167.5317,4831.2153,5510.3115,2918.7366,3932.3337,2227.4502,4036.5063,3593.296
3986.2446,4128.621,5483.7334,5138.1323,5789.9663,3056.1648,4243.7573,2425.1191,4367.111,3921.3132
4306.9624,4353.2197,5726.0137,5445.05,6050.7036,3197.113,4383.5024,2642.519,4697.7153,4249.3306
4627.68,4566.829,5938.028,5751.9673,6388.245,3345.689,4562.707,2901.4622,5028.32,4577.3477
4899.0938,4803.1006,6135.767,6058.8843,6715.502,3359.6646,4727.67,3161.1108,5337.6045,4905.3647
5219.8115,5011.5063,6325.3867,6365.802,6983.189,3671.051,5039.0938,3416.691,5569.746,5233.382
5488.365,5236.687,6508.8843,6672.719,7295.0054,3928.8547,5350.5176,3622.8242,5708.9307,5561.399
5809.083,5460.6914,6678.326,6979.1333,7545.0195,4211.664,5661.9414,3722.0972,5878.8164,5889.416
6129.801,5760.503,6839.443,7281.203,7882.5605,4490.0127,5973.365,3918.9304,6037.0664,6217.4336
6338.3296,6030.959,6995.9736,7559.0615,8115.2007,4677.906,6284.7896,4148.0303,6218.15,6526.177
6565.1357,6336.4995,7154.5063,7847.5317,8317.189,4899.057,6584.127,4385.892,6412.595,6848.933
6769.322,6588.992,7480.478,8114.805,8513.85,5109.891,6895.5513,4572.488,6618.1255,7176.95
7014.9854,6878.2246,7739.5024,8388.681,8851.391,5396.0815,7206.975,4791.0884,6785.912,7461.6626
7322.002,7186.1562,7967.258,8586.252,9188.933,5642.1235,7453.4253,5066.327,7090.793,7703.3438
7642.7197,7494.0874,8281.847,8803.944,9526.475,5916.247,7684.836,5327.706,7262.2046,7940.7197
7963.4375,7771.526,8560.973,9077.68,9864.016,6220.183,7861.0034,5565.3027,7412.3613,8224.286
8284.155,8031.003,8855.568,9338.669,10201.559,6531.5693,7991.098,5866.14,7571.973,8552.303
8604.873,8254.133,9181.541,9633.258,10365.438,6808.816,8169.202,6166.977,7874.9414,8857.875
8925.591,8562.064,9494.708,9939.645,10522.598,7111.7246,8405.907,6422.0215,8147.7246,9185.893
9246.309,8859.899,9781.75,10246.562,10522.598,7423.111,8695.51,6639.478,8478.329,9513.909
9502.74,9122.12,10075.147,10553.479,10522.598,7734.4966,8960.721,6878.4834,8808.934,9760.287
9801.19,9394.453,10338.399,10850.009,0.0,8045.883,9272.145,7101.76,9139.538,10048.862
10027.753,9598.487,10617.551,11076.449,0.0,8354.384,9272.145,7385.217,9470.143,10347.685
10297.742,9598.487,10617.551,11297.482,0.0,8354.384,9272.145,7618.2793,9800.746,10657.883
10297.742,9598.487,10617.551,11297.482,0.0,8354.384,0.0,7865.5215,10131.35,10935.037
10297.742,0.0,0.0,11297.482,0.0,0.0,0.0,8157.9077,10406.313,11216.873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8157.9077,10624.347,11216.873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8157.9077,10624.347,11216.873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8157.9077,10624.347,11216.873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
